statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
if alex is feeling a little cold they would drink ice water,Health and fitness,0,1,0,0,1,1,-0.17182775,0.10518256216302688,-31.580833,-0.14127737183129926
if alex is feeling a little hot they must have sat on the kitchen stove with no pants on,Human activities,0,1,0,1,0,0,2.1194468,0.11879803516984995,-35.59631,-0.12831847627289972
if alex is feeling a little hot they will open the window,Human activities,1,1,0,1,1,0,-0.06546847,0.09009027096118447,-33.850506,-0.121833765993048
if alex is getting a raise alex will hold a party,General reference,0,1,0,0,1,1,37.04652,0.1845873335244256,-28.507471,0.028766222196986494
if alex is getting a raise and the other will think of improvement,People and self,1,1,0,1,1,1,38.023422,0.13110716297512773,-28.699093,0.023493565453956464
if alex is getting a raise he or she might think which way to tread,People and self,1,1,0,1,1,1,37.977787,0.16019766144236536,-28.724636,-0.0076664371591681725
if alex is in a lot of trouble alex will feel relieved,People and self,1,1,0,1,1,1,33.21026,0.17367452520360213,-33.885956,-0.04158214093586239
if alex is in a lot of trouble he cry and give up,Philosophy and thinking,0,0,0,0,1,0,35.05824,0.17823229850317285,-33.39593,-0.06466124867030668
if alex is on a road trip he she is careful to start the trip with a well maintained vehicle,General reference,0,1,0,1,0,1,12.810169,0.041876591569413375,-19.150244,-0.05007372983593769
if alex is on the baseball team they would bet against themselves,Human activities,0,0,0,1,0,1,20.771437,0.14787193149263442,-45.022808,-0.07713774114301811
if alex is sam's last day they will be very sad,Culture and the arts,1,1,0,1,1,1,32.34039,0.21731370222670698,-72.1545,-0.05347281796829693
if alex is terrible at math they will get a tutor,Human activities,1,1,0,1,0,0,71.88145,0.12009776697742593,-1.1577878,-0.06101509692581827
if alex is the best gift sam had ever gotten then they have no concept of what a present truly is,Human activities,1,1,0,0,1,1,47.7277,0.1420751210120779,-69.8283,-0.08675450600482966
if alex is the best gift sam had ever gotten to waste the time,Geography and places,0,1,0,0,0,1,47.528725,0.20713015924179526,-69.85013,-0.06151191307315916
if alex is wearing a swimsuit they wear it to the grocery store during grocery day shopping,People and self,1,1,0,1,1,1,-3.1747997,0.06443158589798156,-41.385292,-0.0839036061510892
if alex is wearing a swimsuit wear a modest one piece,Health and fitness,0,0,1,0,0,1,-3.2234242,0.04652997807376194,-41.418667,-0.03658656530438902
if alex joins sam's band they would make the top 10 charts within days,Culture and the arts,0,0,0,0,1,1,37.696037,0.1968162087216861,-76.276886,-0.011906896820628019
if alex joins the chess club they will know how to play the game and look forward to competing,Human activities,0,0,0,1,1,1,30.628866,0.12136475953329379,-46.01048,-0.022925516693535444
if alex joins the chess club they will look for someone to play cards with,General reference,0,0,0,1,0,1,30.574972,0.14635782981354548,-46.12737,-0.039063939793809024
if alex justifies alex's actions he would keep mute and be proud,Culture and the arts,0,1,0,0,0,1,55.966217,0.11671175750282739,-34.791504,0.031426465518582206
if alex justifies alex's actions he would report himself after that,Culture and the arts,0,0,0,1,0,1,55.728535,0.11233147094230868,-34.60731,-0.007177565256913252
if alex keeps sam under control he would ask him for favors,Religion and belief systems,0,0,0,0,0,1,30.85427,0.25985308120463596,-60.72038,0.015584174300450586
if alex keeps sam under control sam would be in good hands,General reference,1,1,1,0,1,1,30.645947,0.2218974645948493,-60.972046,0.04086817712053821
if alex keeps sam under control sam would be put in danger,People and self,1,1,0,1,0,1,30.663849,0.20934053380910403,-61.20671,0.0020628696090588643
if alex keeps up sam's spirits by making fun of sam,Culture and the arts,0,0,0,1,0,1,35.761234,0.23442579968782387,-69.71271,-0.03179380857533518
if alex keeps up sam's spirits he use actions,People and self,1,1,0,1,0,1,36.145416,0.17646163390259664,-69.710365,0.06890501649961567
if alex keeps up sam's spirits he use words,People and self,1,1,0,0,1,0,36.16348,0.17723988202171034,-69.71667,0.03177225841027304
if alex kills sam's brother and makes sure to keep quiet and hide all the evidence,General reference,0,1,0,0,1,1,35.742863,0.15431127065610586,-59.45749,0.004554522146349114
if alex kills sam's brother he would brag about it in the street,General reference,1,0,0,1,1,1,35.70397,0.22004555579855067,-59.81787,-0.038162126693608155
if alex kills sam's brother he would try to cover his tracks,Human activities,1,1,0,1,1,0,35.700336,0.2314248033496557,-59.631397,-0.02719714535868767
if alex lands a job he would brag about it,Culture and the arts,1,0,1,1,1,1,48.660904,0.17564514484152582,-23.93772,0.0027114269226200093
if alex lands a job he would focus on it,People and self,1,1,0,1,0,1,48.81085,0.1504489631181515,-23.91469,0.04562785963661986
if alex lands a job they will arrive early the first day of work to make a good impression,Human activities,1,1,0,1,0,1,49.367012,0.11251501259683631,-22.43365,-0.010026566691787414
if alex lands a job they will come into work late the first day,Human activities,1,1,0,1,1,1,49.385246,0.1234163467112749,-22.169825,-0.046953878362415234
if alex laughs alex's head off alex is sad,Culture and the arts,0,0,1,0,1,0,45.140854,0.14728911041273568,-43.237206,-0.133417669893447
if alex laughs alex's head off the would walk away,General reference,0,0,1,1,0,0,44.969383,0.15770950352539367,-43.23079,-0.12843875517537043
if alex leaves the building they will be cautious and look both ways before crossing the street,Culture and the arts,0,0,0,1,0,0,20.381107,0.09552665184534352,-23.736513,-0.05645232792615799
if alex leaves the living room he will leave the lights on,Health and fitness,1,1,0,1,1,1,19.712265,0.13228421618737998,-31.726377,-0.10367323679330495
if alex leaves the living room he will turn off the lights,Human activities,0,1,1,0,0,0,19.660501,0.13317772541486914,-31.774437,-0.11786760512429585
if alex leaves the living room he would get confused on what's next,General reference,0,0,0,0,0,1,20.57045,0.15315427437878798,-31.58442,-0.13265164358008688
if alex leaves the living room they would turn off the lights and the television,Human activities,1,1,0,1,1,1,19.514965,0.11290330256810537,-31.57355,-0.10188965293898988
if alex leaves town he will be arrested because he forgot to check in with his probation officer,General reference,0,1,0,1,1,1,26.39105,0.09205187133126275,-31.095411,-0.05453860562565354
if alex leaves town he will have fun visiting friends because he let his probation officer know his location,Culture and the arts,0,0,0,0,0,1,26.277617,0.137992213242445,-31.00129,-0.01322935633452046
if alex leaves town they get lost in the country,People and self,1,1,0,1,0,1,23.74361,0.11075082950841106,-27.134045,-0.053357373629063495
if alex leaves town they have a pre planned route,People and self,1,1,0,1,0,1,23.649178,0.12664169913412934,-26.588743,-0.02345452382989714
if alex looks into sam's face and asks them to leave sam will leave,Culture and the arts,0,1,0,0,0,1,31.12416,0.22240982079101104,-69.442795,-0.04469786163562458
if alex looks into sam's face and tells them the sun revolves around the earth sam will think they are unintelligent,Natural and physical sciences,0,1,0,1,0,0,40.435986,0.1231963678062873,-67.19655,-0.08380330990492393
if alex loses all alex's money alex lies and runs away from the situation,People and self,1,1,0,1,1,1,34.699898,0.1375684781308704,-37.35331,-0.044741492873232064
if alex loses all alex's money he she is wise to be honest and admit it,People and self,1,1,0,1,1,1,34.049625,0.11514053814717143,-37.575058,-0.003535644389855279
if alex loses all alex's money they will get a loan to gamble more,Culture and the arts,0,0,0,0,1,1,35.00997,0.13579824892707942,-37.58139,-0.013435948372481897
if alex loses all alex's money they will leave the casino and go home,Culture and the arts,0,0,0,0,0,1,35.144848,0.13434170040375332,-37.031532,-0.06256610041578295
if alex loses sam's footing he would be proud,General reference,1,0,0,0,1,1,28.010782,0.22027538531150068,-58.373505,-0.04064112518563728
if alex loses sam's footing he would offer a solution to recovering it or to pay for it,Culture and the arts,0,1,0,0,0,1,27.353128,0.19147740885590708,-58.87988,0.020326048185531326
if alex loses sam's footing the first person would be concerned about the second person,Culture and the arts,0,1,0,1,0,1,27.296602,0.17373090507203817,-57.59917,-0.06582442016514728
if alex loses sam's footing then the first person would laugh hysterically at the second person,Culture and the arts,0,0,1,1,0,1,27.252863,0.19052940757912318,-57.4896,-0.1069700976032491
if alex loves sam's performance they will clap in the middle of the performance,People and self,1,1,0,1,0,1,37.007114,0.20424003080430925,-76.43654,-0.025011683347791518
if alex mails sam in bulk then sam will die because there are no airholes in the box,Human activities,0,0,0,0,0,1,18.251137,0.10916854290145493,-65.93293,-0.08375099101950485
if alex mails sam in bulk they will decided mailing a person is probably not a sensable idea,General reference,0,1,1,0,1,1,18.217228,0.12106652468626339,-66.01326,-0.03690111231769509
if alex maintains sam equilibrium alex would then try to wreak havoc in sam's life in order to create a state of emotional turmoil for sam,General reference,1,1,0,0,1,1,28.371403,0.19132104891169147,-61.283943,-0.02749601760420926
if alex maintains sam equilibrium than alex is holding up their equalibrium in their hands,Culture and the arts,0,1,0,1,0,1,28.932156,0.16615613742569538,-60.566902,-0.017028339469438557
if alex maintains sam equilibrium they will try to knock him down,General reference,0,1,0,0,0,1,27.94872,0.2111286446351716,-61.175068,-0.023412117110660005
if alex makes a friend and says what can we do,Culture and the arts,0,0,0,1,0,1,29.922022,0.15271542620000153,-48.04602,-0.04713082950363151
if alex makes a friend then he can trip them every time he sees them,People and self,1,0,0,1,0,1,30.017193,0.18512121279433563,-48.203003,-0.07675255153736067
if alex makes a friend then hits them in the face,People and self,0,1,0,1,0,1,29.579498,0.12162965241956691,-72.97663,-0.07163019137446142
if alex makes a impression on sam he always assumes that sam is impressed,Philosophy and thinking,1,1,0,1,1,1,36.171097,0.21560371166691183,-64.127365,-0.07728027797784805
if alex makes a impression on sam he wonders what it is,Philosophy and thinking,0,0,0,0,0,0,36.05439,0.21460543727881437,-63.99294,-0.055693078734650035
if alex makes a impression on sam it will be bad because alex ran and hugged sam who spilled the coffee they held all over them,General reference,1,1,0,1,1,1,35.948917,0.18360385666305712,-63.53934,-0.09838727856011949
if alex makes alex's hair tidy neat and clean,Health and fitness,1,1,1,1,0,0,57.401085,0.13186329368325425,-8.550246,-0.07554484113189981
if alex makes it right they cannot make it left,General reference,0,0,1,0,0,1,40.866367,0.09556484916979524,-30.20314,-0.018415556088717953
if alex makes no sense they would be confused about what they are saying,General reference,0,0,0,0,1,1,52.808754,0.06317106872145668,-38.600857,-0.08042052682590822
if alex makes sam money alex won't even feel that it would be polite for sam to thank alex,Human activities,1,0,0,1,1,0,36.437454,0.20773165343023664,-52.36367,-0.0521401544038039
if alex makes sam money they will turn themselves in to the fbi,History and events,0,0,0,0,0,1,33.039593,0.18094846326148814,-58.860943,0.020275145293544766
if alex makes sam money they would not give them the money,General reference,1,1,0,0,0,1,36.57321,0.19006691712106288,-52.505722,-0.023064389734904486
if alex makes sam's dream come true dream come true's mission is to promote and enrich the lives,General reference,0,0,1,0,0,1,38.38756,0.1582703599181707,-71.29612,0.06708861623473367
if alex makes sam's dream come true something you have wanted very much for a long time that has now happened,General reference,1,1,0,1,1,1,38.38124,0.1982194360983733,-71.25019,0.019866523117018395
if alex makes sandwiches he doesn't ask Morgan about it,Philosophy and thinking,0,0,0,0,0,1,2.4908082,0.12697000604523612,-53.074417,-0.0855110553943457
if alex makes sandwiches than alex knows how to make every type of sandwich in the world,People and self,1,1,0,1,1,1,3.3882196,0.10251239900957945,-53.056335,-0.09533201881884049
if alex makes sandwiches they will starve,General reference,1,1,0,1,0,1,3.303285,0.09937836532423289,-53.501377,-0.07184436019408191
if alex makes sure it was perfect and reassures everyone that the plans are going well,Geography and places,1,1,1,0,0,1,48.25882,0.11769585958278823,-29.675528,0.003458860731699294
