statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
Homemade meals boost nutritional intake.,Homemade meals boost nutritional intake.,cd916c1d83,0,1,0,0,0,0,0.9999992151370131,0.9999920211044562,0.9999956181142653
Honest feedback fosters improvement.,Honest feedback fosters improvement.,4e2c802f5e,1,1,0,1,1,1,0.9999999716171977,0.9999999673919147,0.9999999695045562
Honesty breeds trust.,Honesty breeds trust.,fe8892fbb7,1,1,0,1,1,1,0.9999999973961912,0.9999999217772755,0.9999999595867326
Honesty is the best policy.,Honesty is the best policy.,9420c84b80,1,0,0,1,1,0,0.999999765610383,0.9999979826121616,0.9999988741108748
Hope springs eternal.,Hope springs eternal.,b6d2547122,1,0,0,1,1,0,0.9779336690991155,0.9963591158790801,0.987103401843991
Hosting dinner parties fosters relationships.,Hosting dinner parties fosters relationships.,5519f0383a,1,1,0,1,1,1,0.999999988575168,0.9999998995600342,0.9999999440676001
Household chores teach responsibility.,Household chores teach responsibility.,bfe36c1ce2,1,1,0,1,1,0,0.9999999753262917,0.9999999525555171,0.9999999639409044
Hugs provide comfort.,Hugs provide comfort.,b51d205430,1,1,0,1,1,0,0.999999895617035,0.9999995498601035,0.9999997227385543
Human activities impact climate change.,Human activities impact climate change.,5e879bab49,0,1,0,0,0,0,0.9999996967445034,0.999999989413705,0.9999998430790935
Humans breathe oxygen.,Humans breathe oxygen.,47e919fe89,0,1,0,0,0,0,0.9999999991546672,0.9999999712234653,0.9999999851890662
Humility cultivates respect.,Humility cultivates respect.,8777ada344,1,0,0,1,1,1,0.999997676958077,0.9999897549115981,0.9999937159269926
Humility precedes honor.,Humility precedes honor.,7a42aeb6bc,1,0,0,1,1,1,0.9860024230419222,0.9997358089787892,0.9928453706669848
Hungary is famous for its thermal baths.,Hungary is famous for its thermal baths.,6cb896ca64,0,1,0,0,0,0,0.9671751855320798,0.9989555123274014,0.9829369170875354
Hydrating fruits aid hydration.,Hydrating fruits aid hydration.,92327a7c63,0,1,0,0,0,0,0.9999913894942175,0.9998898604859813,0.9999406237015055
Hydration prevents dry skin.,Hydration prevents dry skin.,93940b4eac,0,1,0,0,0,0,0.9957589749188398,0.8562653219051242,0.923381762435666
Hydration supports bodily functions.,Hydration supports bodily functions.,e1096c5d39,0,1,0,0,0,0,0.9999999915040393,0.9999999802221967,0.999999985863118
Hydrochloric acid helps digestion in the stomach.,Hydrochloric acid helps digestion in the stomach.,ba5218722d,0,1,0,0,0,0,0.9997976409797232,0.9999957291963968,0.9998966801826855
Hydrogen bonds are weak attractions between molecules.,Hydrogen bonds are weak attractions between molecules.,43e7d8ceed,0,1,0,0,0,0,0.7059086332313791,0.9995064833125761,0.8399763422508296
Hydrogen is the lightest element.,Hydrogen is the lightest element.,16870dc2de,0,1,0,0,0,0,0.9996248010446865,0.9999808597349917,0.9998028145394899
Hypotheses must be testable.,Hypotheses must be testable.,14d3c81613,1,0,0,1,1,0,0.9999376745482634,0.9999850935165654,0.9999613837513337
"I think, therefore I am.","I think, therefore I am.",e36c53d07f,1,0,0,1,1,0,0.9895658320177464,0.9977901095475915,0.9936694621117933
Ice is solid water.,Ice is solid water.,336e0894f6,0,1,0,0,0,0,0.9999999929221004,0.9999997590569881,0.9999998759895374
Ice melts in warm temperatures.,Ice melts in warm temperatures.,15f3350987,0,1,0,0,0,0,0.9999999994145798,0.9999999894137042,0.999999994414142
Iceland boasts stunning landscapes.,Iceland boasts stunning landscapes.,7876eb273e,0,1,0,0,0,0,0.999997185333104,0.9999883907961641,0.999992788054966
Iceland is known for geysers.,Iceland is known for geysers.,3e88dc3af8,0,1,0,0,0,0,0.9999999155813566,0.9999989201699082,0.9999994178755085
Icons and statues are used in worship.,Icons and statues are used in worship.,9daa79dd50,1,1,0,1,0,0,0.9985736659924537,0.9997006377823636,0.9991369929921167
"If A=B and B=C, then A=C.","If A=B and B=C, then A=C.",00bd676f08,0,1,0,1,0,1,0.9999989475156726,0.9999962310285077,0.9999975892711678
"If X is greater than Y, and Y is greater than Z, then X is greater than Z.","If X is greater than Y, and Y is greater than Z, then X is greater than Z.",afcdc3f041,0,1,0,0,0,1,0.999995409311683,0.9999966738912245,0.9999960416012538
If p then q; p is therefore q.,If p then q; p is therefore q.,6f89ca4487,1,1,0,1,0,1,0.9972138136709164,0.9999410449441379,0.9985764982588089
Ignorance is bliss.,Ignorance is bliss.,2ad5f6923a,1,0,0,1,1,1,0.9421280239107824,0.7195850807428381,0.8233718905548882
Imams lead prayers in Islam.,Imams lead prayers in Islam.,90a6a82fb4,1,1,0,1,0,0,0.9999997543336779,0.9999997590570494,0.9999997566953637
Immediate feedback offers guidance.,Immediate feedback offers guidance.,1619077ec7,1,1,0,1,1,1,0.9999997053509991,0.9999962310290246,0.999997968188503
Impressionism captures light and movement.,Impressionism captures light and movement.,cd75d44a36,0,1,0,1,1,0,0.9999729434592174,0.9999479722065749,0.9999604577549477
"In right-angled triangles, a^2 + b^2 = c^2.","In right-angled triangles, a^2 + b^2 = c^2.",16f298d1a6,0,1,0,0,0,0,0.9986754831003406,0.9999979826123347,0.9993365140855903
Inclusive designs accommodate diverse needs.,Inclusive designs accommodate diverse needs.,67ef93ac23,1,1,0,1,0,0,0.9999996729235956,0.9999999217772684,0.9999997973504242
India's Himalayas are a trekker's dream.,India's Himalayas are a trekker's dream.,72a9da31e7,0,1,0,0,1,0,0.9999952267864484,0.9999945161820413,0.9999948714841816
Indonesia comprises thousands of islands.,Indonesia comprises thousands of islands.,64d5e39361,0,1,0,0,0,0,0.9998209764240132,0.9999979826121607,0.9999094756013336
Indoor plants purify air.,Indoor plants purify air.,f4b39ee07c,0,1,0,0,0,0,0.9918530910629878,0.9659844302202831,0.9788333070715907
Inductive reasoning derives general principles.,Inductive reasoning derives general principles.,bf515f7d31,1,1,0,1,0,0,0.5928062404541028,0.9994407903479231,0.7697238059736944
Inequalities compare the relative size of values.,Inequalities compare the relative size of values.,e9176ee7ad,0,1,0,0,0,0,0.999938733003619,0.9999808597345481,0.999959796147242
Inferences draw conclusions from observations.,Inferences draw conclusions from observations.,9a9b35563b,0,1,0,0,0,0,0.9999947980984496,0.9999929586467842,0.999993878372194
Innovation stems from questioning the status quo.,Innovation stems from questioning the status quo.,7dbc949f19,1,0,0,1,1,0,0.9999985458175175,0.999999602752223,0.9999990742847306
Innovative technologies revolutionize industries.,Innovative technologies revolutionize industries.,4aa9efa302,1,0,0,1,1,0,0.9999985096207634,0.9999979826121651,0.9999982461164295
Input equals output in systems thinking.,Input equals output in systems thinking.,14d87d8c2e,1,0,0,1,1,0,0.9887066229564678,0.9293491380948832,0.9585685410409086
Integrals calculate areas under curves.,Integrals calculate areas under curves.,5dcb9fcbc6,0,1,0,0,0,0,0.9997207448485217,0.9999331954391274,0.9998269645009414
Integrity reflects true character.,Integrity reflects true character.,4336267851,1,1,0,1,1,0,0.999999765158336,0.999998219661424,0.9999989924095815
Intellectual property rights incentivize innovation.,Intellectual property rights incentivize innovation.,eae02e9206,1,0,0,1,1,0,0.9998241089126407,0.9998898605786141,0.9998569842051399
Intrusion detection systems protect networks.,Intrusion detection systems protect networks.,de4fd88b53,0,1,0,0,0,0,0.9999568624780798,0.9998184168647885,0.9998876372752664
Investigative journalism uncovers truths.,Investigative journalism uncovers truths.,f0752b54e2,1,0,0,1,1,0,0.9999997410095444,0.9999998123534225,0.9999997766814828
Iron clothes for a polished appearance.,Iron clothes for a polished appearance.,f8bf3c6d26,0,1,0,1,0,0,0.9999912705561289,0.9999991590273863,0.9999952147839791
It takes two to tango.,It takes two to tango.,27a03872d8,1,0,0,1,1,0,0.9999988872534754,0.9999929586478753,0.9999959229462818
Italy's Tuscany region is charming.,Italy's Tuscany region is charming.,c5fe4b79a9,0,1,0,1,1,0,0.9999995587692971,0.9999920211043949,0.9999957899297439
Jain monks often practice strict asceticism.,Jain monks often practice strict asceticism.,7f682302d3,1,1,0,1,1,0,0.5622724140971617,0.9996156275796282,0.7497041363687724
Jainism advocates for non-violence and truth.,Jainism advocates for non-violence and truth.,e5ffbb2489,1,0,0,1,1,0,0.9997969612691453,0.99999842885664,0.999897689988725
Japan is located in East Asia.,Japan is located in East Asia.,cca873e2f5,0,1,0,0,0,0,0.9999999829881125,0.9999998710325296,0.9999999270103196
Japan's cherry blossoms are spectacular.,Japan's cherry blossoms are spectacular.,3361df479e,0,1,0,0,1,0,0.9999961571501651,0.9999808597174757,0.9999885084045687
Jazz originated in the African American communities.,Jazz originated in the African American communities.,896e18175a,1,0,0,1,0,0,0.9999999329299191,0.999999871032531,0.9999999019812246
Jordan's Petra is an archeological marvel.,Jordan's Petra is an archeological marvel.,53b7ab986f,0,1,0,0,1,0,0.999996014181812,0.999975423470502,0.999985718773159
Journaling clears the mind.,Journaling clears the mind.,63da3860d6,0,1,0,1,1,0,0.9998626252122077,0.9997358090865417,0.9997992151386798
Journaling fosters self-reflection.,Journaling fosters self-reflection.,91e825234e,1,0,0,1,1,0,0.9999995425644786,0.9999998123534283,0.9999996774589444
Judaism observes the Sabbath weekly.,Judaism observes the Sabbath weekly.,92e164d588,1,1,0,1,0,0,0.9999963610071291,0.9999996494300866,0.9999980052172561
Justice is blind.,Justice is blind.,9e7d2320d0,1,0,0,1,1,0,0.6623417015529653,0.956535118476707,0.7959604876920898
Keep a regular sleep schedule.,Keep a regular sleep schedule.,4002800f46,0,1,0,1,0,0,0.9999999689440925,0.9999996027522638,0.9999997858481614
Keep calm and carry on.,Keep calm and carry on.,af3638ecd2,1,1,0,1,1,0,0.9999968958393687,0.9999808597151891,0.9999888777451339
Keep your chin up.,Keep your chin up.,9a1eef6d60,0,1,0,1,1,0,0.9999426510591508,0.9999962310251108,0.9999694406832683
Keeping your pantry stocked saves time.,Keeping your pantry stocked saves time.,1bd4dfec04,0,1,0,1,0,0,0.9999993719615742,0.999999921777267,0.9999996468693828
Kenya's savannas teem with wildlife.,Kenya's savannas teem with wildlife.,6e0caf328b,0,1,0,0,1,0,0.9999973359249759,0.999988390786578,0.9999928633457749
"Kierkegaard's ""leap of faith"" involves belief beyond reasoned evidence.","Kierkegaard's ""leap of faith"" involves belief beyond reasoned evidence.",ea8e9b3cc3,1,0,0,1,1,0,0.9527325790020457,0.9993663557794075,0.9757709185611092
Kind deeds encourage reciprocity.,Kind deeds encourage reciprocity.,6a5f3f0a12,1,1,0,1,1,1,0.9999999022919778,0.9999991590273593,0.9999995306595995
Kind gestures build strong bonds.,Kind gestures build strong bonds.,4536d3d977,1,1,0,1,1,1,0.9999999977021468,0.999999921777271,0.9999999597397082
Kind gestures create goodwill.,Kind gestures create goodwill.,375a46ec6c,1,1,0,1,1,1,0.9999999111556245,0.9999999581303918,0.9999999346430078
Kindness begets kindness.,Kindness begets kindness.,4b8f1f1f78,1,1,0,1,1,1,0.9999996845584651,0.9999984288581881,0.9999990567081295
Kindness costs nothing.,Kindness costs nothing.,70f62bddb1,1,1,0,1,1,1,0.9997988335998216,0.9991864586378064,0.9994925992196316
Kindness spreads like wildfire.,Kindness spreads like wildfire.,d4020847ea,1,0,0,1,1,1,0.9998349122930225,0.9989555123215704,0.999395115580754
Kinetic energy is energy in motion.,Kinetic energy is energy in motion.,7400bc300e,0,1,0,0,0,0,0.9999230783040641,0.9999684432275432,0.9999457605085427
Knitting or crocheting relaxes and creates.,Knitting or crocheting relaxes and creates.,54d5e93da8,0,1,0,1,0,0,0.9820352390706649,0.9999142220875138,0.9909344085951751
Knowledge builds wisdom.,Knowledge builds wisdom.,1ec6bfb07d,1,0,0,1,1,0,0.9999923209964301,0.9999684432619405,0.9999803820579156
Knowledge dispels ignorance.,Knowledge dispels ignorance.,ecf5f455af,1,0,0,1,1,1,0.9999991109149807,0.9999962310320586,0.9999976709724829
Knowledge enriches life.,Knowledge enriches life.,988d06f4bd,1,0,0,1,1,0,0.9999998937799652,0.9999993450498155,0.9999996194148527
Kosovo's mountains are striking.,Kosovo's mountains are striking.,b9dcb7b4d0,0,1,0,0,0,0,0.9547569329319847,0.9912878065656213,0.9728509165588873
Laughing lightens the load.,Laughing lightens the load.,b07e56f6d2,1,1,0,1,1,1,0.9999994764223568,0.9999991590274343,0.9999993177248829
Laughter improves social bonds.,Laughter improves social bonds.,447a89f276,1,1,0,1,1,0,0.9999999704617432,0.9999998344024961,0.9999999024321173
Laws of thermodynamics dictate energy transformation.,Laws of thermodynamics dictate energy transformation.,fcb5f07950,0,1,0,0,0,0,0.5621833412731512,0.9999721511935463,0.7497784240281181
Laws reflect societal values.,Laws reflect societal values.,d0d8370d3e,1,1,0,1,1,0,0.9999981653978851,0.999988390816752,0.9999932780953756
Lead by example.,Lead by example.,90268de2ab,1,1,0,1,1,0,0.9999999781985927,0.9999993450498439,0.9999996616241682
Leading by example fosters trust.,Leading by example fosters trust.,8e1fa9a2a4,1,0,0,1,1,1,0.9999999879761982,0.9999999943335647,0.9999999911548815
Leaves change color in autumn.,Leaves change color in autumn.,cabb625f8a,0,1,0,0,0,0,0.9999999883305317,0.9999996494300777,0.9999998188802903
Lebanon's cedars are ancient.,Lebanon's cedars are ancient.,670c3b69fb,0,1,0,0,0,0,0.9999299280354208,0.9999410449529031,0.9999354864787128
Legal systems uphold social order.,Legal systems uphold social order.,fef5ec39f5,1,0,0,1,1,0,0.9999999477011131,0.9999982196613245,0.9999990836808456
Lend a helping hand.,Lend a helping hand.,9f05df304d,1,1,0,1,1,0,0.9999993654918121,0.999999602752235,0.9999994841220164
Lending an ear shows empathy.,Lending an ear shows empathy.,8f67715fa7,1,1,0,1,1,1,0.9999991351003698,0.9999996906237243,0.9999994128620084
Leonardo da Vinci exemplified Renaissance humanism.,Leonardo da Vinci exemplified Renaissance humanism.,1cceb60e67,1,0,0,1,1,0,0.9999885463794663,0.9999937860211603,0.9999911661968816
Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,5f6997107b,0,1,0,1,1,0,0.9999998429144602,0.9999997873686006,0.99999981514153
Leonardo da Vinci was a Renaissance man.,Leonardo da Vinci was a Renaissance man.,c455d13f53,0,1,0,1,1,0,0.9999991829221229,0.9999951605500994,0.9999971717340886
Let bygones be bygones.,Let bygones be bygones.,db173ddf33,1,0,0,1,1,1,0.9999967217203346,0.9999999581303909,0.9999983399240534
Let sleeping dogs lie.,Let sleeping dogs lie.,e3eaad7cbe,0,0,0,1,1,0,0.9999987927812564,0.9999993450492479,0.9999990689152141
Libraries house vast collections of books.,Libraries house vast collections of books.,dcdaa66f5a,0,1,0,1,0,0,0.9999999531909408,0.9999997873685731,0.9999998702797536
Libraries support lifelong learning.,Libraries support lifelong learning.,9eeb21f0c6,0,1,0,1,1,0,0.9999999830208567,0.9999998538606985,0.9999999184407755
Lift others up.,Lift others up.,ae3c65d797,1,1,0,1,1,0,0.9999994969041028,0.9999974096259165,0.9999984532644651
Lifting weights builds muscle.,Lifting weights builds muscle.,2407126fc2,0,1,0,0,0,0,0.9999999870807286,0.9999999462383501,0.999999966659539
Light travels faster than sound.,Light travels faster than sound.,d5fc49d41d,0,1,0,0,0,0,0.9999975380327434,0.999999602752255,0.9999985703919663
"Light waves can be absorbed, reflected, or transmitted.","Light waves can be absorbed, reflected, or transmitted.",2b682b055e,0,1,0,0,0,0,0.9841050865118163,0.9999540854748747,0.9919979343698735
Lighting a candle helps remove bad odors.,Lighting a candle helps remove bad odors.,6b377bc1a2,0,1,0,1,0,0,0.9983051461883452,0.9912882160558336,0.9947904942471067
Lightning precedes thunder.,Lightning precedes thunder.,009be1d577,0,1,0,0,0,0,0.9999995028411661,0.9999962310287519,0.9999978669336209
"Like father, like son.","Like father, like son.",128da70321,1,0,0,1,1,0,0.9526489895238938,0.8192934207437466,0.8834585725403905
Linear equations graph as straight lines.,Linear equations graph as straight lines.,4f1ec4330a,0,1,0,0,0,0,0.999996764385543,0.9999721511951588,0.9999844577146236
Listen actively in conversations.,Listen actively in conversations.,d148a5fb92,1,1,0,1,1,0,0.9999999753262948,0.999999853860698,0.9999999145934946
Literature captures human stories.,Literature captures human stories.,c5ed98dc61,1,0,0,1,1,0,0.9999999909117205,0.9999999217772746,0.9999999563444969
Lithuania's dunes are majestic.,Lithuania's dunes are majestic.,1bb6ebceea,0,1,0,0,1,0,0.7058027550820394,0.16940437781797935,0.34578327979659246
Locke's tabula rasa suggests we are born as blank slates.,Locke's tabula rasa suggests we are born as blank slates.,286683eea3,0,0,0,0,1,0,0.9626920509500893,0.9999243009125285,0.981131579371654
Logical connectives link propositions.,Logical connectives link propositions.,73f24db086,0,1,0,1,0,0,0.9918139768669982,0.9888276820138736,0.9903197037999171
Logical deductions provide answers.,Logical deductions provide answers.,d0a52e7ad6,1,1,0,1,1,0,0.9983344578448243,0.998955513073556,0.9986449371800705
