statement_number,statement,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,category,elicitation
2583,many democrat legislators are not fit to be in congress,1,0,0,1,1,0,Religion and belief systems,campaign email
2584,many of my friends became my enemies many enemies become friends only those who never cared either way remained constant,1,0,0,1,0,0,Philosophy and thinking,aphorism
2585,many world religions were inspired by each other,0,0,0,0,0,0,Religion and belief systems,category response
2586,many would be cowards if they had courage enough,1,1,1,1,1,1,Philosophy and thinking,aphorism
2587,mapping of the globe is as we see it is inaccurate on a flat surface,0,0,0,1,0,0,Geography and places,category response
2588,marriage is like life it is a field of battle,1,0,1,1,1,0,Philosophy and thinking,aphorism
2589,martha would make a great legislator for the people,1,0,0,1,1,0,Society and social sciences,campaign email
2590,marthas is in a difficult election in speaking out for conservative values,1,1,0,1,1,0,Society and social sciences,campaign email
2591,mary ensures justice by enforcing her rights,0,0,0,1,1,0,General reference,category response
2592,mary is unkind if she steals john's thunder,0,0,1,0,1,1,Human activities,category response
2593,mary will be disrespectful if john shows her respect,1,1,0,0,0,1,History and events,category response
2594,mary will be full if she eats a lot of food,0,1,0,1,0,0,General reference,category response
2595,mary will behave immaturely and not save money for the future of john and her sister if they marry,1,0,0,0,1,0,History and events,category response
2596,mary will feel happy if she helps john,0,0,0,0,1,1,Human activities,category response
2597,mary would be grateful if john took her family out for dinner,0,0,0,0,0,0,Culture and the arts,category response
2598,mary would discourage john from being a teacher,1,1,0,1,1,0,Human activities,category response
2599,mary would feel alone if john set her apart from others,0,0,0,1,0,0,Philosophy and thinking,category response
2600,mary would feel scared if john came near her,1,1,0,1,1,1,People and self,category response
2601,mary would feel thankful if john ironed her clothes,0,0,0,1,0,1,General reference,category response
2602,mary would give john a compliment if he wanted to fight her,1,1,0,1,0,1,Culture and the arts,category response
2603,mary would make sure that both she and john would arrive safely at the destination if she gave john a ride,0,0,0,1,0,0,General reference,category response
2604,mary would not offer to pay for john's medical bills if she broke his foot,1,1,0,1,1,0,Human activities,category response
2605,mary would not take precautions such as wearing a mask or distancing and catch the virus if she found out her friend john had flu,0,1,0,1,1,0,People and self,category response
2606,mary would take john to the swimming pool for help if she broke his foot,1,1,0,1,0,1,Health and fitness,category response
2607,mary would use a tooth brush if she brushed john's teeth,0,0,0,0,1,1,General reference,category response
2608,mary wouldn't consider it rude if john pushed her aside,1,1,1,1,1,1,People and self,category response
2609,mary wouldn't stop and create a seriously bad situation if john brough her down,1,1,0,0,1,1,People and self,category response
2610,masking regulations should be tailored to individual needs,0,1,1,0,1,1,People and self,news media
2611,masks protect against covid 19,0,1,0,1,0,1,General reference,news media
2612,math helps you with daily life,0,1,0,1,1,0,Mathematics and logic,category response
2613,math is adding and subtracting with plenty of millions of details in between if you look closely,1,0,1,0,0,1,Mathematics and logic,category response
2614,math is something that follows strict rules,0,1,1,1,0,0,General reference,category response
2615,math is used in programming,0,1,0,0,0,0,Mathematics and logic,category response
2616,math isn't logical to everyone,1,0,0,1,0,1,Mathematics and logic,category response
2617,math problems require logic to be solved,0,0,0,1,0,0,Mathematics and logic,category response
2618,mathematics and logic should go hand and hand they often don't,1,1,0,1,1,0,Mathematics and logic,category response
2619,mathematics is a constant meaning that a solution to a math problem will never change,1,1,1,1,1,0,Mathematics and logic,category response
2620,mathematics is not a spectator sport,0,0,0,0,0,0,Mathematics and logic,aphorism
2621,mathematics is the foundation upon which all modern technology is built,1,1,0,1,0,0,Health and fitness,category response
2622,mathematics is the language with which god has written the universe,1,1,1,1,1,1,Philosophy and thinking,aphorism
2623,mathematics is the only common language among peoples of this planet,0,1,0,1,0,1,Mathematics and logic,category response
2624,matter is neither created nor destroyed in a ordinary chemical reaction,0,1,0,1,1,0,Geography and places,category response
2625,maturity comes from wisdom and not only by the passing of years,1,0,1,1,1,0,Philosophy and thinking,aphorism
2626,may your charity increase as much as your wealth,0,0,1,0,0,1,Geography and places,aphorism
2627,mcdonald will support the local community,1,0,0,0,0,0,History and events,campaign email
2628,mcmath supports republican values and freedom,1,1,0,1,1,0,Society and social sciences,campaign email
2629,media firms should not be the only ones with the ability to control what the public knows,1,0,0,0,1,1,Society and social sciences,news media
2630,medicaid eligbility should be extended to the maximum possible number of residents,0,0,0,0,1,1,Geography and places,news media
2631,memory is what makes us young or old,1,1,0,1,0,1,People and self,aphorism
2632,men are born equal but they are also born different,0,1,0,1,0,0,People and self,aphorism
2633,men are only as good as their technical development allows them to be,1,0,0,1,1,0,People and self,aphorism
2634,men sometimes feel injured by praise because it assigns a limit to their merit few people are modest enough not to take offense that one appreciates them,1,0,1,1,1,1,General reference,aphorism
2635,men who marry wives very much superior to themselves are not so truly husbands to their wives as they are unawares made slaves to their position,1,0,1,1,1,1,People and self,aphorism
2636,mexico is south of the united states,0,1,0,0,0,0,Geography and places,Concept Net
2637,migrants and their children should be treated fairly and humanly,0,1,0,0,0,1,Society and social sciences,news media
2638,military justice is to justice what military music is to music,1,0,1,1,1,1,Society and social sciences,aphorism
2639,milk is white,0,1,0,0,0,0,Natural and physical sciences,Concept Net
2640,milk the cow nearby why chase the one that runs away,1,0,0,1,1,0,Philosophy and thinking,aphorism
2641,misery is almost always the result of thinking,1,1,1,1,1,0,Philosophy and thinking,aphorism
2642,misfortune and recited misfortune especially may be prolonged to the point where it ceases to excite pity and arouses only irritation,1,1,0,1,1,1,Philosophy and thinking,aphorism
2643,misinformation has become a virus infecting millions of americans across the world,0,0,1,1,1,0,Human activities,news media
2644,mitch is not focused on doing his job and is only looking out for himself,1,1,0,1,1,0,Human activities,campaign email
2645,mj hegar is ready to show sen cornyn the door,1,1,0,1,1,1,History and events,campaign email
2646,mj is a fellow veteran someone who showed her commitment to this country by serving in uniform,0,1,0,1,1,0,General reference,campaign email
2647,modern computers can do things older computers couldn't,0,1,1,0,0,0,Technology and applied sciences,category response
2648,modern philosophy is greatly influenced by the philosophy of the ancients,1,0,0,1,0,0,General reference,category response
2649,modern scientific discoveries are only possible because of discoveries made in the past,1,1,0,1,1,1,Technology and applied sciences,category response
2650,mohr's law dictates that we will reach a limit of semiconductor miniturization,0,1,0,0,0,0,Technology and applied sciences,category response
2651,momentum begets momentum,0,0,0,0,0,1,Mathematics and logic,aphorism
2652,money alone isn't enough to bring happiness  happiness is when you're actually truly ok with losing everything you have,1,0,1,1,0,1,General reference,aphorism
2653,money is better than poverty if only for financial reasons,1,1,1,1,0,0,Geography and places,aphorism
2654,money is the only way to get the message out,1,1,1,1,1,1,Society and social sciences,campaign email
2655,money may not buy happiness but i`d rather cry in a jaguar than on a bus,1,1,0,1,1,1,General reference,aphorism
2656,montana needs a change in leadership that gets back to basic values,1,0,0,1,1,1,Society and social sciences,campaign email
2657,morality is just a concept that can change depending on the situation,1,1,0,1,1,0,Religion and belief systems,category response
2658,morals and norms are variable depending on the culture in which you were raised,1,0,0,1,1,1,Religion and belief systems,category response
