statement,drop,length,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
Building models encourages imaginative thinking.,,48,Building models encourages imaginative thinking.,2d03881cd3,1,0,0,1,1,0,1,0.99999822,0.99999911
Chemistry explores the properties of substances.,,48,Chemistry explores the properties of substances.,88bc3715a9,0,1,0,0,0,0,0.999999171,0.999995729,0.99999745
Coherent presentations facilitate understanding.,,48,Coherent presentations facilitate understanding.,a3b9b98cb8,0,1,0,1,0,0,0.999999987,0.999999812,0.9999999
Conservation efforts protect endangered species.,,48,Conservation efforts protect endangered species.,1ab779de49,0,1,0,1,1,0,0.999999996,0.999999854,0.999999925
Encyclopedias contain authoritative information.,,48,Encyclopedias contain authoritative information.,9f680fe170,0,1,0,0,0,0,0.999998079,0.999975423,0.999986751
Logical operations underpin computer algorithms.,,48,Logical operations underpin computer algorithms.,6e9fd965b3,0,1,0,1,0,0,0.998504964,0.999975423,0.999239923
Michelangelo painted the Sistine Chapel ceiling.,,48,Michelangelo painted the Sistine Chapel ceiling.,8dac608237,0,1,0,1,0,0,0.999999698,0.99999892,0.999999309
Michelangelo's works exemplify artistic mastery.,,48,Michelangelo's works exemplify artistic mastery.,b7b82ae8e8,1,1,0,1,1,0,0.999999135,0.999996231,0.999997683
Online learning platforms democratize education.,,48,Online learning platforms democratize education.,7ad5564f4b,0,1,0,1,1,0,0.998858027,0.99988986,0.99937381
Quantum encryption promises heightened security.,,48,Quantum encryption promises heightened security.,40369d9bfd,0,1,0,1,0,0,0.532534135,0.994706937,0.727815497
Renaissance art emphasized realism and humanism.,,48,Renaissance art emphasized realism and humanism.,d46e363128,1,1,0,1,1,0,0.999998483,0.999999854,0.999999168
Stirred up a hornet's nest; created a commotion.,,48,Stirred up a hornet's nest; created a commotion.,2d1318f0ef,0,0,0,1,0,0,0.999575899,0.996786245,0.998180097
Taking cooking classes enhances culinary skills.,,48,Taking cooking classes enhances culinary skills.,f5b2f46924,0,1,0,1,0,0,0.999999895,0.999999971,0.999999933
The American Revolution shaped modern democracy.,,48,The American Revolution shaped modern democracy.,967765c0e4,1,0,0,1,1,0,0.99999804,0.999988391,0.999993215
The Atacama Desert is rich in mineral resources.,,48,The Atacama Desert is rich in mineral resources.,44378eb605,0,1,0,0,0,0,0.946776201,0.999282018,0.972674885
The Gutenberg Bible marked a printing milestone.,,48,The Gutenberg Bible marked a printing milestone.,a9a824783b,0,1,0,1,0,0,0.998506709,0.999968443,0.999237309
Visiting farmers’ markets fosters local support.,,48,Visiting farmers’ markets fosters local support.,79369fe0f1,1,1,0,1,1,0,0.999999981,0.999999871,0.999999926
Abraham Lincoln delivered the Gettysburg Address.,,49,Abraham Lincoln delivered the Gettysburg Address.,2ecccebac9,1,1,0,1,1,0,0.999999995,0.999999931,0.999999963
Abstract sculpture evokes unique interpretations.,,49,Abstract sculpture evokes unique interpretations.,c2360dcc54,0,1,0,1,1,0,0.99997976,0.999794242,0.999886997
Antioxidants in fruits protect cells from damage.,,49,Antioxidants in fruits protect cells from damage.,c60e197162,0,1,0,0,0,0,0.99999459,0.999997065,0.999995827
Beethoven's compositions have enduring influence.,,49,Beethoven's compositions have enduring influence.,1ed22e1c24,0,1,0,1,1,0,0.999999771,0.99999892,0.999999346
Complex numbers include real and imaginary parts.,,49,Complex numbers include real and imaginary parts.,09adc12fab,0,1,0,0,0,0,0.998970673,0.999988391,0.999479402
Cyber threats require advanced security measures.,,49,Cyber threats require advanced security measures.,0a5e48ed45,0,1,0,1,0,0,0.999999202,0.999999422,0.999999312
Digital entertainment often uses virtual reality.,,49,Digital entertainment often uses virtual reality.,6f4e1240ba,0,1,0,1,0,0,0.883990478,0.307581105,0.521439132
Digital transformation enhances business agility.,,49,Digital transformation enhances business agility.,f11dd6e9b5,0,1,0,1,1,0,0.999997461,0.999964242,0.999980851
Hydrochloric acid helps digestion in the stomach.,,49,Hydrochloric acid helps digestion in the stomach.,ba5218722d,0,1,0,0,0,0,0.999797641,0.999995729,0.99989668
Inequalities compare the relative size of values.,,49,Inequalities compare the relative size of values.,e9176ee7ad,0,1,0,0,0,0,0.999938733,0.99998086,0.999959796
Innovation stems from questioning the status quo.,,49,Innovation stems from questioning the status quo.,7dbc949f19,1,0,0,1,1,0,0.999998546,0.999999603,0.999999074
Innovative technologies revolutionize industries.,,49,Innovative technologies revolutionize industries.,4aa9efa302,1,0,0,1,1,0,0.99999851,0.999997983,0.999998246
Practicing instruments prepares for performances.,,49,Practicing instruments prepares for performances.,6495fa6645,1,1,0,1,0,0,0.999999928,0.999999978,0.999999953
Quantum mechanics deals with subatomic particles.,,49,Quantum mechanics deals with subatomic particles.,85ae7543f7,0,1,0,0,0,0,0.999993869,0.999996674,0.999995272
Reading bedtime stories strengthens family bonds.,,49,Reading bedtime stories strengthens family bonds.,3b2a47b77e,1,1,0,1,1,0,0.999999997,0.999999911,0.999999954
Renewable energies are eco-friendly alternatives.,,49,Renewable energies are eco-friendly alternatives.,2d9819110e,0,1,0,0,0,0,0.999999976,0.999999691,0.999999833
Salvador Dalí was known for his surrealist works.,,49,Salvador Dalí was known for his surrealist works.,bef6152b05,1,0,0,1,1,0,0.999999994,0.999999922,0.999999958
Socratic questioning promotes deep understanding.,,49,Socratic questioning promotes deep understanding.,6b3266e564,1,0,0,1,1,0,0.999993308,0.99999892,0.999996114
The English Channel separates England and France.,,49,The English Channel separates England and France.,386d893bb4,0,1,0,0,0,0,0.999999856,0.999999922,0.999999889
The Mariana Trench is the deepest oceanic trench.,,49,The Mariana Trench is the deepest oceanic trench.,520b64f626,0,1,0,0,0,0,0.999999732,0.999996231,0.999997982
The standard deviation measures data variability.,,49,The standard deviation measures data variability.,b330d633a4,0,1,0,0,0,0,0.998968342,0.999997714,0.999482896
The yin-yang symbol represents balance in Taoism.,,49,The yin-yang symbol represents balance in Taoism.,aede2806b0,0,1,0,1,0,0,0.999999073,0.999995729,0.999997401
Abraham Lincoln was the 16th President of the USA.,,50,Abraham Lincoln was the 16th President of the USA.,cd3dd4111b,1,0,0,1,1,0,0.999999978,0.999999812,0.999999895
Astronomy studies celestial objects and phenomena.,,50,Astronomy studies celestial objects and phenomena.,195ecb5ac9,0,1,0,0,0,0,0.999999995,0.999999834,0.999999915
Claude Monet pioneered the Impressionist movement.,,50,Claude Monet pioneered the Impressionist movement.,748a46281f,0,1,0,1,1,0,0.99851356,0.999941045,0.999227048
Gothic cathedrals were architecturally innovative.,,50,Gothic cathedrals were architecturally innovative.,c44236fc04,0,1,0,1,0,0,0.999971606,0.99985858,0.999915091
Religious vows often involve lifelong commitments.,,50,Religious vows often involve lifelong commitments.,8eb629bf5a,1,1,0,1,1,0,0.999999934,0.999999159,0.999999547
Responsible pet ownership enhances animal welfare.,,50,Responsible pet ownership enhances animal welfare.,fc6790150e,1,1,0,1,1,1,0.999999961,0.999999759,0.99999986
The Gobi Desert spans parts of China and Mongolia.,,50,The Gobi Desert spans parts of China and Mongolia.,52641bcd96,0,1,0,0,0,0,0.999999215,0.999995161,0.999997188
The human genome project has mapped all the genes.,,50,The human genome project has mapped all the genes.,cc71fdfce8,0,1,0,0,0,0,0.937051891,0.688571424,0.803260328
The order of operations standardizes calculations.,,50,The order of operations standardizes calculations.,1522a726c7,0,1,0,1,0,0,0.99993685,0.999988391,0.99996262
Traveling solo builds independence and confidence.,,50,Traveling solo builds independence and confidence.,1b3e908965,1,1,0,1,1,0,0.999999878,0.999999834,0.999999856
3D printing revolutionizes manufacturing processes.,,51,3D printing revolutionizes manufacturing processes.,c94d87d2b2,0,1,0,1,0,0,0.999303338,0.999947972,0.999625603
Asceticism involves self-discipline and abstention.,,51,Asceticism involves self-discipline and abstention.,24605e7c1a,1,1,0,1,1,0,0.999294057,0.999985094,0.999639515
Factorization breaks numbers into prime components.,,51,Factorization breaks numbers into prime components.,b3561f038f,0,1,0,0,0,0,0.999552207,0.999839752,0.999695969
Guardian angels are believed to provide protection.,,51,Guardian angels are believed to provide protection.,0ceb66f976,0,0,0,1,0,0,0.999989958,0.999818417,0.999904184
Leonardo da Vinci exemplified Renaissance humanism.,,51,Leonardo da Vinci exemplified Renaissance humanism.,1cceb60e67,1,0,0,1,1,0,0.999988546,0.999993786,0.999991166
Proportionate reasoning tackles diverse challenges.,,51,Proportionate reasoning tackles diverse challenges.,52b1ecd56c,1,0,0,1,1,0,0.894810586,0.618769155,0.744097568
Quantum computing offers enormous processing power.,,51,Quantum computing offers enormous processing power.,0e1361e2a5,0,1,0,0,0,0,0.99521044,0.998278515,0.996743297
Social dancing combines exercise and socialization.,,51,Social dancing combines exercise and socialization.,5fff4b5ef5,0,1,0,1,0,0,0.999999976,0.999999691,0.999999833
Socrates' method involves asking probing questions.,,51,Socrates' method involves asking probing questions.,4495c45e12,1,1,0,1,1,0,0.999978861,0.999998776,0.999988819
The Great Depression had profound economic impacts.,,51,The Great Depression had profound economic impacts.,f98dd539b8,0,1,0,1,1,0,0.999999995,0.999999911,0.999999953
The Serengeti hosts annual migration of wildebeest.,,51,The Serengeti hosts annual migration of wildebeest.,4be96bcf85,0,1,0,0,0,0,0.852027681,0.999700638,0.922915281
The city of Jerusalem holds religious significance.,,51,The city of Jerusalem holds religious significance.,5c6a8a0648,0,1,0,1,0,0,0.999999968,1,0.999999984
The printing press facilitated widespread literacy.,,51,The printing press facilitated widespread literacy.,9a16d7a0ae,0,1,0,1,0,0,0.999999798,0.999999727,0.999999763
Trigonometry studies angles and sides of triangles.,,51,Trigonometry studies angles and sides of triangles.,8f54d8b3ca,0,1,0,0,0,0,0.999999807,0.99999955,0.999999678
Visiting parks for picnics creates joyful memories.,,51,Visiting parks for picnics creates joyful memories.,4b05fd5d5d,0,1,0,1,1,0,0.999999985,0.999999871,0.999999928
Architectural design impacts habitat and aesthetics.,,52,Architectural design impacts habitat and aesthetics.,869f9ce82e,0,1,0,0,0,0,0.999999894,0.999999345,0.999999619
Dali's surrealism challenged perceptions of reality.,,52,Dali's surrealism challenged perceptions of reality.,6c499bb969,1,0,0,1,1,0,0.999991424,0.999954085,0.999972754
Grasping at straws means making a desperate attempt.,,52,Grasping at straws means making a desperate attempt.,31376a2dc8,1,0,0,1,1,1,0.999999541,0.99999955,0.999999545
Intellectual property rights incentivize innovation.,,52,Intellectual property rights incentivize innovation.,eae02e9206,1,0,0,1,1,0,0.999824109,0.999889861,0.999856984
Jazz originated in the African American communities.,,52,Jazz originated in the African American communities.,896e18175a,1,0,0,1,0,0,0.999999933,0.999999871,0.999999902
Participating in marathons challenges and motivates.,,52,Participating in marathons challenges and motivates.,68a7400287,0,1,0,1,1,0,0.999998706,0.999986845,0.999992776
Plato's allegory of the cave explains enlightenment.,,52,Plato's allegory of the cave explains enlightenment.,29442627,1,0,0,1,1,0,0.967540312,0.997496234,0.982404101
Precision medicine tailors treatment to individuals.,,52,Precision medicine tailors treatment to individuals.,7929aeda47,0,1,0,1,0,0,0.999090503,0.999993786,0.999542043
Rainforests play a key role in carbon sequestration.,,52,Rainforests play a key role in carbon sequestration.,aa1c104d90,0,1,0,0,0,0,0.999996975,0.99998086,0.999988917
Revisiting educational content solidifies knowledge.,,52,Revisiting educational content solidifies knowledge.,b561b50082,1,0,0,1,1,0,0.999999929,0.999999834,0.999999882
Set operations explore relationships between groups.,,52,Set operations explore relationships between groups.,5ba66f7393,1,1,0,1,0,0,0.624932155,0.990133974,0.786617161
The fall of Constantinople changed European history.,,52,The fall of Constantinople changed European history.,e7316ff4a0,0,0,0,1,1,0,0.999999858,0.999995729,0.999997794
Body markings like henna have religious significance.,,53,Body markings like henna have religious significance.,696e860cfd,0,1,0,1,0,0,0.948779412,0.991288202,0.969800926
"Deism believes in a distant, non-interventionist God.",,53,"Deism believes in a distant, non-interventionist God.",ca307f9ed9,1,0,0,1,1,0,0.999325687,0.99985858,0.999592098
Digital currencies enable decentralized transactions.,,53,Digital currencies enable decentralized transactions.,281123b2a2,0,1,0,1,0,0,0.997201073,0.999992021,0.998595572
E=mc^2 represents the equivalence of energy and mass.,,53,E=mc^2 represents the equivalence of energy and mass.,bfaec10cd5,0,1,0,0,0,0,0.999197286,0.999994516,0.999595822
High-definition displays enhance viewing experiences.,,53,High-definition displays enhance viewing experiences.,c4a07e6352,0,1,0,1,0,0,0.999999924,0.999997714,0.999998819
Laws of thermodynamics dictate energy transformation.,,53,Laws of thermodynamics dictate energy transformation.,fcb5f07950,0,1,0,0,0,0,0.562183341,0.999972151,0.749778424
Self-driving cars rely on advanced sensor technology.,,53,Self-driving cars rely on advanced sensor technology.,f35ad558b0,0,1,0,0,0,0,0.999999988,0.999999946,0.999999967
Understanding gravity helps explain planetary orbits.,,53,Understanding gravity helps explain planetary orbits.,523070ef6a,0,1,0,0,0,0,0.999999924,0.99999741,0.999998667
Artificial intelligence personalizes user experiences.,,54,Artificial intelligence personalizes user experiences.,f4777788f6,0,1,0,1,0,0,0.999993053,0.999996231,0.999994642
Hydrogen bonds are weak attractions between molecules.,,54,Hydrogen bonds are weak attractions between molecules.,43e7d8ceed,0,1,0,0,0,0,0.705908633,0.999506483,0.839976342
Marie Curie made groundbreaking work in radioactivity.,,54,Marie Curie made groundbreaking work in radioactivity.,11bbb9003d,0,1,0,0,0,0,0.999999847,0.999999871,0.999999859
Open-source software enables collaborative innovation.,,54,Open-source software enables collaborative innovation.,c2a97ab696,1,0,0,1,1,0,0.999990108,0.999999047,0.999994578
Practicing mindfulness is like hitting a reset button.,,54,Practicing mindfulness is like hitting a reset button.,9149707207,1,1,0,1,1,0,0.998080159,0.997790112,0.997935125
The Kyoto Protocol targeted reducing greenhouse gases.,,54,The Kyoto Protocol targeted reducing greenhouse gases.,25f05495f8,0,1,0,0,0,0,0.999996047,0.99999892,0.999997484
The Scandinavian Peninsula includes Norway and Sweden.,,54,The Scandinavian Peninsula includes Norway and Sweden.,bea7d6f6a1,0,1,0,0,0,0,0.999999404,0.999998613,0.999999009
Victoria Falls is located between Zambia and Zimbabwe.,,54,Victoria Falls is located between Zambia and Zimbabwe.,ffe71da5ce,0,1,0,0,0,0,0.995931868,0.999992021,0.997959879
Bayesian logic updates probabilities with new evidence.,,55,Bayesian logic updates probabilities with new evidence.,5b92424f25,0,1,0,1,0,0,0.592671781,0.999978311,0.769843443
Gothic architecture is characterized by pointed arches.,,55,Gothic architecture is characterized by pointed arches.,57e1b75764,0,1,0,0,0,0,0.999666911,0.999990959,0.999828922
"Light waves can be absorbed, reflected, or transmitted.",,55,"Light waves can be absorbed, reflected, or transmitted.",2b682b055e,0,1,0,0,0,0,0.984105087,0.999954085,0.991997934
Mathematical notation conveys complex ideas succinctly.,,55,Mathematical notation conveys complex ideas succinctly.,6d1a037fcc,0,0,0,1,0,0,0.999981468,0.999998429,0.999989948
Meteorology studies atmospheric phenomena like weather.,,55,Meteorology studies atmospheric phenomena like weather.,567c4d409a,0,1,0,0,0,0,0.999999878,0.999999911,0.999999895
The Patagonian region is shared by Argentina and Chile.,,55,The Patagonian region is shared by Argentina and Chile.,0b28bb27b6,0,1,0,0,0,0,0.999290569,0.999999047,0.999644745
Diving meetings usually require an agenda and structure.,,56,Diving meetings usually require an agenda and structure.,9aa52bead0,1,1,0,1,0,0,0.999033919,0.995327439,0.997178957
Evolutionary biology explores species' adaptive changes.,,56,Evolutionary biology explores species' adaptive changes.,e0ffd5ac36,0,1,0,0,0,0,0.99999964,0.999999422,0.999999531
Existence precedes essence in existentialist philosophy.,,56,Existence precedes essence in existentialist philosophy.,06e4ea94d3,1,0,0,1,1,0,0.999097889,0.999964242,0.999530972
Neurons transmit information through electrical signals.,,56,Neurons transmit information through electrical signals.,8d8a792595,0,1,0,0,0,0,0.999665222,0.999997714,0.999831454
Almanacs are annual publications with various statistics.,,57,Almanacs are annual publications with various statistics.,7dfbc7455b,0,1,0,0,0,0,0.999999933,0.999999422,0.999999677
Attending film festivals broadens cinematic appreciation.,,57,Attending film festivals broadens cinematic appreciation.,1de875a651,1,1,0,1,1,0,0.999997017,0.999998776,0.999997897
Cellular respiration produces energy in living organisms.,,57,Cellular respiration produces energy in living organisms.,6798302c3a,0,1,0,0,0,0,0.999990282,0.999947972,0.999969127
Locke's tabula rasa suggests we are born as blank slates.,,57,Locke's tabula rasa suggests we are born as blank slates.,286683eea3,0,0,0,0,1,0,0.962692051,0.999924301,0.981131579
Mathematical constants like π are universally applicable.,,57,Mathematical constants like π are universally applicable.,34bd473a73,0,1,0,0,0,0,0.999992401,0.999933195,0.999962798
Memorizing multiplication tables aids quick calculations.,,57,Memorizing multiplication tables aids quick calculations.,292147411a,0,1,0,1,0,0,0.999999899,0.999999953,0.999999926
Rainbows appear when sunlight refracts through raindrops.,,57,Rainbows appear when sunlight refracts through raindrops.,f6f6d27434,0,1,0,0,0,0,0.999993306,0.999954086,0.999973696
"The Baltic States include Estonia, Latvia, and Lithuania.",,57,"The Baltic States include Estonia, Latvia, and Lithuania.",34e74d8a1e,0,1,0,0,0,0,0.851965929,0.999947972,0.922995993
The Rosetta Stone helped decipher Egyptian hieroglyphics.,,57,The Rosetta Stone helped decipher Egyptian hieroglyphics.,d0d6ac64e4,0,1,0,0,0,0,0.999999506,0.999997714,0.99999861
Euclidean geometry underpins many mathematical principles.,,58,Euclidean geometry underpins many mathematical principles.,f4599fb9e3,0,0,0,0,0,0,0.915080437,0.999282018,0.956254896
"Monet's ""Water Lilies"" is an iconic impressionist artwork.",,58,"Monet's ""Water Lilies"" is an iconic impressionist artwork.",228b8ceff7,0,1,0,1,1,0,1,0.999986845,0.999993423
Shelves should be dusted regularly to maintain cleanliness.,,59,Shelves should be dusted regularly to maintain cleanliness.,a1f4555f9d,0,1,0,1,0,0,0.999999976,0.999999759,0.999999868
Turkey's Cappadocia region features unique rock formations.,,59,Turkey's Cappadocia region features unique rock formations.,ca70b910c4,0,1,0,0,0,0,0.999519106,0.999972151,0.999745603
"Mathematical fields include algebra, geometry, and calculus.",,60,"Mathematical fields include algebra, geometry, and calculus.",489d09e23e,0,1,0,0,0,0,0.999999909,0.999999787,0.999999848
Nelson Mandela's presidency in South Africa heralded change.,,60,Nelson Mandela's presidency in South Africa heralded change.,73670ed420,1,0,0,1,1,0,0.999999864,0.999999159,0.999999511
The development of the steam engine powered industrialization.,,62,The development of the steam engine powered industrialization.,741d1644c5,0,1,0,1,1,0,0.999995941,0.999999345,0.999997643
Mount Rushmore features the carved faces of four US presidents.,,63,Mount Rushmore features the carved faces of four US presidents.,f7fe2edf10,0,1,0,0,0,0,0.999999685,0.999998429,0.999999057
"An equivalence relation is reflexive, symmetric, and transitive.",,64,"An equivalence relation is reflexive, symmetric, and transitive.",a0a13610b2,0,1,0,0,0,0,0.999773547,0.99865905,0.999216143
Societal progress relies on equitable distribution of resources.,,64,Societal progress relies on equitable distribution of resources.,76e2310177,0,0,0,1,1,0,0.999129013,0.999839752,0.999484319
The assassination of Archduke Franz Ferdinand sparked World War I.,,66,The assassination of Archduke Franz Ferdinand sparked World War I.,f496454ea6,1,1,0,1,1,0,0.999984699,0.999975423,0.999980061
The defeat of the Spanish Armada marked England's naval dominance.,,66,The defeat of the Spanish Armada marked England's naval dominance.,e74624b841,0,1,0,1,1,0,0.989308995,0.998816524,0.994051393
Nikola Tesla contributed significantly to electricity and magnetism.,,68,Nikola Tesla contributed significantly to electricity and magnetism.,07100cb93a,0,1,0,1,0,0,0.999998685,0.999999047,0.999998866
Stephen Hawking made significant contributions to theoretical physics.,,70,Stephen Hawking made significant contributions to theoretical physics.,f93feb7580,0,1,0,1,0,0,0.999999982,0.999999886,0.999999934
"The water cycle involves evaporation, condensation, and precipitation.",,70,"The water cycle involves evaporation, condensation, and precipitation.",0e219ebd09,0,1,0,0,0,0,0.999999998,0.999999971,0.999999985
"Kierkegaard's ""leap of faith"" involves belief beyond reasoned evidence.",,71,"Kierkegaard's ""leap of faith"" involves belief beyond reasoned evidence.",ea8e9b3cc3,1,0,0,1,1,0,0.952732579,0.999366356,0.975770919
"If X is greater than Y, and Y is greater than Z, then X is greater than Z.",,74,"If X is greater than Y, and Y is greater than Z, then X is greater than Z.",afcdc3f041,0,1,0,0,0,1,0.999995409,0.999996674,0.999996042
"The United Kingdom consists of England, Scotland, Wales, and Northern Ireland.",,78,"The United Kingdom consists of England, Scotland, Wales, and Northern Ireland.",c09399cdbb,0,1,0,0,0,0,0.999999699,0.999998613,0.999999156
